"Step","run - val_accuracy","run - val_accuracy__MIN","run - val_accuracy__MAX"
"4983","100","100","100"
"4985","100","100","100"
"4987","100","100","100"
"4989","100","100","100"
"4991","100","100","100"
"4993","100","100","100"
"4995","100","100","100"
"4997","100","100","100"
"4999","100","100","100"
"5001","100","100","100"
"5003","100","100","100"
"5005","100","100","100"
"5007","100","100","100"
"5009","100","100","100"
"5011","100","100","100"
"5013","100","100","100"
"5015","100","100","100"
"5017","100","100","100"
"5019","100","100","100"
"5021","100","100","100"
"5023","100","100","100"
"5025","100","100","100"
"5027","100","100","100"
"5029","100","100","100"
"5031","100","100","100"
"5033","100","100","100"
"5035","100","100","100"
"5037","100","100","100"
"5039","100","100","100"
"5041","100","100","100"
"5043","100","100","100"
"5045","100","100","100"
"5047","100","100","100"
"5049","100","100","100"
"5051","100","100","100"
"5053","100","100","100"
"5055","100","100","100"
"5057","100","100","100"
"5059","100","100","100"
"5061","100","100","100"
"5063","100","100","100"
"5065","100","100","100"
"5067","100","100","100"
"5069","100","100","100"
"5071","100","100","100"
"5073","100","100","100"
"5075","100","100","100"
"5077","100","100","100"
"5079","100","100","100"
"5081","100","100","100"
"5083","100","100","100"
"5085","100","100","100"
"5087","100","100","100"
"5089","100","100","100"
"5091","100","100","100"
"5093","100","100","100"
"5095","100","100","100"
"5097","100","100","100"
"5099","100","100","100"
"5101","100","100","100"
"5103","100","100","100"
"5105","100","100","100"
"5107","100","100","100"
"5109","100","100","100"
"5111","100","100","100"
"5113","100","100","100"
"5115","100","100","100"
"5117","100","100","100"
"5119","100","100","100"
"5121","100","100","100"
"5123","100","100","100"
"5125","100","100","100"
"5127","100","100","100"
"5129","100","100","100"
"5131","100","100","100"
"5133","100","100","100"
"5135","100","100","100"
"5137","100","100","100"
"5139","100","100","100"
"5141","100","100","100"
"5143","100","100","100"
"5145","100","100","100"
"5147","100","100","100"
"5149","100","100","100"
"5151","100","100","100"
"5153","100","100","100"
"5155","100","100","100"
"5157","100","100","100"
"5159","100","100","100"
"5161","100","100","100"
"5163","100","100","100"
"5165","100","100","100"
"5167","100","100","100"
"5169","100","100","100"
"5171","100","100","100"
"5173","100","100","100"
"5175","100","100","100"
"5177","100","100","100"
"5179","100","100","100"
"5181","100","100","100"
"5183","100","100","100"
"5185","100","100","100"
"5187","100","100","100"
"5189","100","100","100"
"5191","100","100","100"
"5193","100","100","100"
"5195","100","100","100"
"5197","100","100","100"
"5199","100","100","100"
"5201","100","100","100"
"5203","100","100","100"
"5205","100","100","100"
"5207","100","100","100"
"5209","100","100","100"
"5211","100","100","100"
"5213","100","100","100"
"5215","100","100","100"
"5217","100","100","100"
"5219","100","100","100"
"5221","100","100","100"
"5223","100","100","100"
"5225","100","100","100"
"5227","100","100","100"
"5229","100","100","100"
"5231","100","100","100"
"5233","100","100","100"
"5235","100","100","100"
"5237","100","100","100"
"5239","100","100","100"
"5241","100","100","100"
"5243","100","100","100"
"5245","100","100","100"
"5247","100","100","100"
"5249","100","100","100"
"5251","100","100","100"
"5253","100","100","100"
"5255","100","100","100"
"5257","100","100","100"
"5259","100","100","100"
"5261","100","100","100"
"5263","100","100","100"
"5265","100","100","100"
"5267","100","100","100"
"5269","100","100","100"
"5271","100","100","100"
"5273","100","100","100"
"5275","100","100","100"
"5277","100","100","100"
"5279","100","100","100"
"5281","100","100","100"
"5283","100","100","100"
"5285","100","100","100"
"5287","100","100","100"
"5289","100","100","100"
"5291","100","100","100"
"5293","100","100","100"
"5295","100","100","100"
"5297","100","100","100"
"5299","100","100","100"
"5301","100","100","100"
"5303","100","100","100"
"5305","100","100","100"
"5307","100","100","100"
"5309","100","100","100"
"5311","100","100","100"
"5313","100","100","100"
"5315","100","100","100"
"5317","100","100","100"
"5319","100","100","100"
"5321","100","100","100"
"5323","100","100","100"
"5325","100","100","100"
"5327","100","100","100"
"5329","100","100","100"
"5331","100","100","100"
"5333","100","100","100"
"5335","100","100","100"
"5337","100","100","100"
"5339","100","100","100"
"5341","100","100","100"
"5343","100","100","100"
"5345","100","100","100"
"5347","100","100","100"
"5349","100","100","100"
"5351","100","100","100"
"5353","100","100","100"
"5355","100","100","100"
"5357","100","100","100"
"5359","100","100","100"
"5361","100","100","100"
"5363","100","100","100"
"5365","100","100","100"
"5367","100","100","100"
"5369","100","100","100"
"5371","100","100","100"
"5373","100","100","100"
"5375","100","100","100"
"5377","100","100","100"
"5379","100","100","100"
"5381","100","100","100"
"5383","100","100","100"
"5385","100","100","100"
"5387","100","100","100"
"5389","100","100","100"
"5391","100","100","100"
"5393","100","100","100"
"5395","100","100","100"
"5397","100","100","100"
"5399","100","100","100"
"5401","100","100","100"
"5403","100","100","100"
"5405","100","100","100"
"5407","100","100","100"
"5409","100","100","100"
"5411","100","100","100"
"5413","100","100","100"
"5415","100","100","100"
"5417","100","100","100"
"5419","100","100","100"
"5421","100","100","100"
"5423","100","100","100"
"5425","100","100","100"
"5427","100","100","100"
"5429","100","100","100"
"5431","100","100","100"
"5433","100","100","100"
"5435","100","100","100"
"5437","100","100","100"
"5439","100","100","100"
"5441","100","100","100"
"5443","100","100","100"
"5445","100","100","100"
"5447","100","100","100"
"5449","100","100","100"
"5451","100","100","100"
"5453","100","100","100"
"5455","100","100","100"
"5457","100","100","100"
"5459","100","100","100"
"5461","100","100","100"
"5463","100","100","100"
"5465","100","100","100"
"5467","100","100","100"
"5469","100","100","100"
"5471","100","100","100"
"5473","100","100","100"
"5475","100","100","100"
"5477","100","100","100"
"5479","100","100","100"
"5481","100","100","100"
"5483","100","100","100"
"5485","100","100","100"
"5487","100","100","100"
"5489","100","100","100"
"5491","100","100","100"
"5493","100","100","100"
"5495","100","100","100"
"5497","100","100","100"
"5499","100","100","100"
"5501","100","100","100"
"5503","100","100","100"
"5505","100","100","100"
"5507","100","100","100"
"5509","100","100","100"
"5511","100","100","100"
"5513","100","100","100"
"5515","100","100","100"
"5517","100","100","100"
"5519","100","100","100"
"5521","100","100","100"
"5523","100","100","100"
"5525","100","100","100"
"5527","100","100","100"
"5529","100","100","100"
"5531","100","100","100"
"5533","100","100","100"
"5535","100","100","100"
"5537","100","100","100"
"5539","100","100","100"
"5541","100","100","100"
"5543","100","100","100"
"5545","100","100","100"
"5547","100","100","100"
"5549","100","100","100"
"5551","100","100","100"
"5553","100","100","100"
"5555","100","100","100"
"5557","100","100","100"
"5559","100","100","100"
"5561","100","100","100"
"5563","100","100","100"
"5565","100","100","100"
"5567","100","100","100"
"5569","100","100","100"
"5571","100","100","100"
"5573","100","100","100"
"5575","100","100","100"
"5577","100","100","100"
"5579","100","100","100"
"5581","100","100","100"
"5583","100","100","100"
"5585","100","100","100"
"5587","100","100","100"
"5589","100","100","100"
"5591","100","100","100"
"5593","100","100","100"
"5595","100","100","100"
"5597","100","100","100"
"5599","100","100","100"
"5601","100","100","100"
"5603","100","100","100"
"5605","100","100","100"
"5607","100","100","100"
"5609","100","100","100"
"5611","100","100","100"
"5613","100","100","100"
"5615","100","100","100"
"5617","100","100","100"
"5619","100","100","100"
"5621","100","100","100"
"5623","100","100","100"
"5625","100","100","100"
"5627","100","100","100"
"5629","100","100","100"
"5631","100","100","100"
"5633","100","100","100"
"5635","100","100","100"
"5637","100","100","100"
"5639","100","100","100"
"5641","100","100","100"
"5643","100","100","100"
"5645","100","100","100"
"5647","100","100","100"
"5649","100","100","100"
"5651","100","100","100"
"5653","100","100","100"
"5655","100","100","100"
"5657","100","100","100"
"5659","100","100","100"
"5661","100","100","100"
"5663","100","100","100"
"5665","100","100","100"
"5667","100","100","100"
"5669","100","100","100"
"5671","100","100","100"
"5673","100","100","100"
"5675","100","100","100"
"5677","100","100","100"
"5679","100","100","100"
"5681","100","100","100"
"5683","100","100","100"
"5685","100","100","100"
"5687","100","100","100"
"5689","100","100","100"
"5691","100","100","100"
"5693","100","100","100"
"5695","100","100","100"
"5697","100","100","100"
"5699","100","100","100"
"5701","100","100","100"
"5703","100","100","100"
"5705","100","100","100"
"5707","100","100","100"
"5709","100","100","100"
"5711","100","100","100"
"5713","100","100","100"
"5715","100","100","100"
"5717","100","100","100"
"5719","100","100","100"
"5721","100","100","100"
"5723","100","100","100"
"5725","100","100","100"
"5727","100","100","100"
"5729","100","100","100"
"5731","100","100","100"
"5733","100","100","100"
"5735","100","100","100"
"5737","100","100","100"
"5739","100","100","100"
"5741","100","100","100"
"5743","100","100","100"
"5745","100","100","100"
"5747","100","100","100"
"5749","100","100","100"
"5751","100","100","100"
"5753","100","100","100"
"5755","100","100","100"
"5757","100","100","100"
"5759","100","100","100"
"5761","100","100","100"
"5763","100","100","100"
"5765","100","100","100"
"5767","100","100","100"
"5769","100","100","100"
"5771","100","100","100"
"5773","100","100","100"
"5775","100","100","100"
"5777","100","100","100"
"5779","100","100","100"
"5781","100","100","100"
"5783","100","100","100"
"5785","100","100","100"
"5787","100","100","100"
"5789","100","100","100"
"5791","100","100","100"
"5793","100","100","100"
"5795","100","100","100"
"5797","100","100","100"
"5799","100","100","100"
"5801","100","100","100"
"5803","100","100","100"
"5805","100","100","100"
"5807","100","100","100"
"5809","100","100","100"
"5811","100","100","100"
"5813","100","100","100"
"5815","100","100","100"
"5817","100","100","100"
"5819","100","100","100"
"5821","100","100","100"
"5823","100","100","100"
"5825","100","100","100"
"5827","100","100","100"
"5829","100","100","100"
"5831","100","100","100"
"5833","100","100","100"
"5835","100","100","100"
"5837","100","100","100"
"5839","100","100","100"
"5841","100","100","100"
"5843","100","100","100"
"5845","100","100","100"
"5847","100","100","100"
"5849","100","100","100"
"5851","100","100","100"
"5853","100","100","100"
"5855","100","100","100"
"5857","100","100","100"
"5859","100","100","100"
"5861","100","100","100"
"5863","100","100","100"
"5865","100","100","100"
"5867","100","100","100"
"5869","100","100","100"
"5871","100","100","100"
"5873","100","100","100"
"5875","100","100","100"
"5877","100","100","100"
"5879","100","100","100"
"5881","100","100","100"
"5883","100","100","100"
"5885","100","100","100"
"5887","100","100","100"
"5889","100","100","100"
"5891","100","100","100"
"5893","100","100","100"
"5895","100","100","100"
"5897","100","100","100"
"5899","100","100","100"
"5901","100","100","100"
"5903","100","100","100"
"5905","100","100","100"
"5907","100","100","100"
"5909","100","100","100"
"5911","100","100","100"
"5913","100","100","100"
"5915","100","100","100"
"5917","100","100","100"
"5919","100","100","100"
"5921","100","100","100"
"5923","100","100","100"
"5925","100","100","100"
"5927","100","100","100"
"5929","100","100","100"
"5931","100","100","100"
"5933","100","100","100"
"5935","100","100","100"
"5937","100","100","100"
"5939","100","100","100"
"5941","100","100","100"
"5943","100","100","100"
"5945","100","100","100"
"5947","100","100","100"
"5949","100","100","100"
"5951","100","100","100"
"5953","100","100","100"
"5955","100","100","100"
"5957","100","100","100"
"5959","100","100","100"
"5961","100","100","100"
"5963","100","100","100"
"5965","100","100","100"
"5967","100","100","100"
"5969","100","100","100"
"5971","100","100","100"
"5973","100","100","100"
"5975","100","100","100"
"5977","100","100","100"
"5979","100","100","100"
"5981","100","100","100"
"5983","100","100","100"
"5985","100","100","100"
"5987","100","100","100"
"5989","100","100","100"
"5991","100","100","100"
"5993","100","100","100"
"5995","100","100","100"
"5998","100","100","100"
"6000","100","100","100"
"6002","100","100","100"
"6004","100","100","100"
"6006","100","100","100"
"6008","100","100","100"
"6010","100","100","100"
"6012","100","100","100"
"6014","100","100","100"
"6016","100","100","100"
"6018","100","100","100"
"6020","100","100","100"
"6022","100","100","100"
"6024","100","100","100"
"6026","100","100","100"
"6028","100","100","100"
"6030","100","100","100"
"6032","100","100","100"
"6034","100","100","100"
"6036","100","100","100"
"6038","100","100","100"
"6040","100","100","100"
"6042","100","100","100"
"6044","100","100","100"
"6046","100","100","100"
"6048","100","100","100"
"6050","100","100","100"
"6052","100","100","100"
"6054","100","100","100"
"6056","100","100","100"
"6058","100","100","100"
"6060","100","100","100"
"6062","100","100","100"
"6064","100","100","100"
"6066","100","100","100"
"6068","100","100","100"
"6070","100","100","100"
"6072","100","100","100"
"6074","100","100","100"
"6076","100","100","100"
"6078","100","100","100"
"6080","100","100","100"
"6082","100","100","100"
"6084","100","100","100"
"6086","100","100","100"
"6088","100","100","100"
"6090","100","100","100"
"6092","100","100","100"
"6094","100","100","100"
"6096","100","100","100"
"6098","100","100","100"
"6100","100","100","100"
"6102","100","100","100"
"6104","100","100","100"
"6106","100","100","100"
"6108","100","100","100"
"6110","100","100","100"
"6112","100","100","100"
"6114","100","100","100"
"6116","100","100","100"
"6118","100","100","100"
"6120","100","100","100"
"6122","100","100","100"
"6124","100","100","100"
"6126","100","100","100"
"6128","100","100","100"
"6130","100","100","100"
"6132","100","100","100"
"6134","100","100","100"
"6136","100","100","100"
"6138","100","100","100"
"6140","100","100","100"
"6142","100","100","100"
"6144","100","100","100"
"6146","100","100","100"
"6148","100","100","100"
"6150","100","100","100"
"6152","100","100","100"
"6154","100","100","100"
"6156","100","100","100"
"6158","100","100","100"
"6160","100","100","100"
"6162","100","100","100"
"6164","100","100","100"
"6166","100","100","100"
"6168","100","100","100"
"6170","100","100","100"
"6172","100","100","100"
"6174","100","100","100"
"6176","100","100","100"
"6178","100","100","100"
"6180","100","100","100"
"6182","100","100","100"
"6184","100","100","100"
"6186","100","100","100"
"6188","100","100","100"
"6190","100","100","100"
"6192","100","100","100"
"6194","100","100","100"
"6196","100","100","100"
"6198","100","100","100"
"6200","100","100","100"
"6202","100","100","100"
"6204","100","100","100"
"6206","100","100","100"
"6208","100","100","100"
"6210","100","100","100"
"6212","100","100","100"
"6214","100","100","100"
"6216","100","100","100"
"6218","100","100","100"
"6220","100","100","100"
"6222","100","100","100"
"6224","100","100","100"
"6226","100","100","100"
"6228","100","100","100"
"6230","100","100","100"
"6232","100","100","100"
"6234","100","100","100"
"6236","100","100","100"
"6238","100","100","100"
"6240","100","100","100"
"6242","100","100","100"
"6244","100","100","100"
"6246","100","100","100"
"6248","100","100","100"
"6250","100","100","100"
"6252","100","100","100"
"6254","100","100","100"
"6256","100","100","100"
"6258","100","100","100"
"6260","100","100","100"
"6262","100","100","100"
"6264","100","100","100"
"6266","100","100","100"
"6268","100","100","100"
"6270","100","100","100"
"6272","100","100","100"
"6274","100","100","100"
"6276","100","100","100"
"6278","100","100","100"
"6280","100","100","100"
"6282","100","100","100"
"6284","100","100","100"
"6286","100","100","100"
"6288","100","100","100"
"6290","100","100","100"
"6292","100","100","100"
"6294","100","100","100"
"6296","100","100","100"
"6298","100","100","100"
"6300","100","100","100"
"6302","100","100","100"
"6304","100","100","100"
"6306","100","100","100"
"6308","100","100","100"
"6310","100","100","100"
"6312","100","100","100"
"6314","100","100","100"
"6316","100","100","100"
"6318","100","100","100"
"6320","100","100","100"
"6322","100","100","100"
"6324","100","100","100"
"6326","100","100","100"
"6328","100","100","100"
"6330","100","100","100"
"6332","100","100","100"
"6334","100","100","100"
"6336","100","100","100"
"6338","100","100","100"
"6340","100","100","100"
"6342","100","100","100"
"6344","100","100","100"
"6346","100","100","100"
"6348","100","100","100"
"6350","100","100","100"
"6352","100","100","100"
"6354","100","100","100"
"6356","100","100","100"
"6358","100","100","100"
"6360","100","100","100"
"6362","100","100","100"
"6364","100","100","100"
"6366","100","100","100"
"6368","100","100","100"
"6370","100","100","100"
"6372","100","100","100"
"6374","100","100","100"
"6376","100","100","100"
"6378","100","100","100"
"6380","100","100","100"
"6382","100","100","100"
"6384","100","100","100"
"6386","100","100","100"
"6388","100","100","100"
"6390","100","100","100"
"6392","100","100","100"
"6394","100","100","100"
"6396","100","100","100"
"6398","100","100","100"
"6400","100","100","100"
"6402","100","100","100"
"6404","100","100","100"
"6406","100","100","100"
"6408","100","100","100"
"6410","100","100","100"
"6412","100","100","100"
"6414","100","100","100"
"6416","100","100","100"
"6418","100","100","100"
"6420","100","100","100"
"6422","100","100","100"
"6424","100","100","100"
"6426","100","100","100"
"6428","100","100","100"
"6430","100","100","100"
"6432","100","100","100"
"6434","100","100","100"
"6436","100","100","100"
"6438","100","100","100"
"6440","100","100","100"
"6442","100","100","100"
"6444","100","100","100"
"6446","100","100","100"
"6448","100","100","100"
"6450","100","100","100"
"6452","100","100","100"
"6454","100","100","100"
"6456","100","100","100"
"6458","100","100","100"
"6460","100","100","100"
"6462","100","100","100"
"6464","100","100","100"
"6466","100","100","100"
"6468","100","100","100"
"6470","100","100","100"
"6472","100","100","100"
"6474","100","100","100"
"6476","100","100","100"
"6478","100","100","100"
"6480","100","100","100"
"6482","100","100","100"
"6484","100","100","100"
"6486","100","100","100"
"6488","100","100","100"
"6490","100","100","100"
"6492","100","100","100"
"6494","100","100","100"
"6496","100","100","100"
"6498","100","100","100"
"6500","100","100","100"
"6502","100","100","100"
"6504","100","100","100"
"6506","100","100","100"
"6508","100","100","100"
"6510","100","100","100"
"6512","100","100","100"
"6514","100","100","100"
"6516","100","100","100"
"6518","100","100","100"
"6520","100","100","100"
"6522","100","100","100"
"6524","100","100","100"
"6526","100","100","100"
"6528","100","100","100"
"6530","100","100","100"
"6532","100","100","100"
"6534","100","100","100"
"6536","100","100","100"
"6538","100","100","100"
"6540","100","100","100"
"6542","100","100","100"
"6544","100","100","100"
"6546","100","100","100"
"6548","100","100","100"
"6550","100","100","100"
"6552","100","100","100"
"6554","100","100","100"
"6556","100","100","100"
"6558","100","100","100"
"6560","100","100","100"
"6562","100","100","100"
"6564","100","100","100"
"6566","100","100","100"
"6568","100","100","100"
"6570","100","100","100"
"6572","100","100","100"
"6574","100","100","100"
"6576","100","100","100"
"6578","100","100","100"
"6580","100","100","100"
"6582","100","100","100"
"6584","100","100","100"
"6586","100","100","100"
"6588","100","100","100"
"6590","100","100","100"
"6592","100","100","100"
"6594","100","100","100"
"6596","100","100","100"
"6598","100","100","100"
"6600","100","100","100"
"6602","100","100","100"
"6604","100","100","100"
"6606","100","100","100"
"6608","100","100","100"
"6610","100","100","100"
"6612","100","100","100"
"6614","100","100","100"
"6616","100","100","100"
"6618","100","100","100"
"6620","100","100","100"
"6622","100","100","100"
"6624","100","100","100"
"6626","100","100","100"
"6628","100","100","100"
"6630","100","100","100"
"6632","100","100","100"
"6634","100","100","100"
"6636","100","100","100"
"6638","100","100","100"
"6640","100","100","100"
"6642","100","100","100"
"6644","100","100","100"
"6646","100","100","100"
"6648","100","100","100"
"6650","100","100","100"
"6652","100","100","100"
"6654","100","100","100"
"6656","100","100","100"
"6658","100","100","100"
"6660","100","100","100"
"6662","100","100","100"
"6664","100","100","100"
"6666","100","100","100"
"6668","100","100","100"
"6670","100","100","100"
"6672","100","100","100"
"6674","100","100","100"
"6676","100","100","100"
"6678","100","100","100"
"6680","100","100","100"
"6682","100","100","100"
"6684","100","100","100"
"6686","100","100","100"
"6688","100","100","100"
"6690","100","100","100"
"6692","100","100","100"
"6694","100","100","100"
"6696","100","100","100"
"6698","100","100","100"
"6700","100","100","100"
"6702","100","100","100"
"6704","100","100","100"
"6706","100","100","100"
"6708","100","100","100"
"6710","100","100","100"
"6712","100","100","100"
"6714","100","100","100"
"6716","100","100","100"
"6718","100","100","100"
"6720","100","100","100"
"6722","100","100","100"
"6724","100","100","100"
"6726","100","100","100"
"6728","100","100","100"
"6730","100","100","100"
"6732","100","100","100"
"6734","100","100","100"
"6736","100","100","100"
"6738","100","100","100"
"6740","100","100","100"
"6742","100","100","100"
"6744","100","100","100"
"6746","100","100","100"
"6748","100","100","100"
"6750","100","100","100"
"6752","100","100","100"
"6754","100","100","100"
"6756","100","100","100"
"6758","100","100","100"
"6760","100","100","100"
"6762","100","100","100"
"6764","100","100","100"
"6766","100","100","100"
"6768","100","100","100"
"6770","100","100","100"
"6772","100","100","100"
"6774","100","100","100"
"6776","100","100","100"
"6778","100","100","100"
"6780","100","100","100"
"6782","100","100","100"
"6784","100","100","100"
"6786","100","100","100"
"6788","100","100","100"
"6790","100","100","100"
"6792","100","100","100"
"6794","100","100","100"
"6796","100","100","100"
"6798","100","100","100"
"6800","100","100","100"
"6802","100","100","100"
"6804","100","100","100"
"6806","100","100","100"
"6808","100","100","100"
"6810","100","100","100"
"6812","100","100","100"
"6814","100","100","100"
"6816","100","100","100"
"6818","100","100","100"
"6820","100","100","100"
"6822","100","100","100"
"6824","100","100","100"
"6826","100","100","100"
"6828","100","100","100"
"6830","100","100","100"
"6832","100","100","100"
"6834","100","100","100"
"6836","100","100","100"
"6838","100","100","100"
"6840","100","100","100"
"6842","100","100","100"
"6844","100","100","100"
"6846","100","100","100"
"6848","100","100","100"
"6850","100","100","100"
"6852","100","100","100"
"6854","100","100","100"
"6856","100","100","100"
"6858","100","100","100"
"6860","100","100","100"
"6862","100","100","100"
"6864","100","100","100"
"6866","100","100","100"
"6868","100","100","100"
"6870","100","100","100"
"6872","100","100","100"
"6874","100","100","100"
"6876","100","100","100"
"6878","100","100","100"
"6880","100","100","100"
"6882","100","100","100"
"6884","100","100","100"
"6886","100","100","100"
"6888","100","100","100"
"6890","100","100","100"
"6892","100","100","100"
"6894","100","100","100"
"6896","100","100","100"
"6898","100","100","100"
"6900","100","100","100"
"6902","100","100","100"
"6904","100","100","100"
"6906","100","100","100"
"6908","100","100","100"
"6910","100","100","100"
"6912","100","100","100"
"6914","100","100","100"
"6916","100","100","100"
"6918","100","100","100"
"6920","100","100","100"
"6922","100","100","100"
"6924","100","100","100"
"6926","100","100","100"
"6928","100","100","100"
"6930","100","100","100"
"6932","100","100","100"
"6934","100","100","100"
"6936","100","100","100"
"6938","100","100","100"
"6940","100","100","100"
"6942","100","100","100"
"6944","100","100","100"
"6946","100","100","100"
"6948","100","100","100"
"6950","100","100","100"
"6952","100","100","100"
"6954","100","100","100"
"6956","100","100","100"
"6958","100","100","100"
"6960","100","100","100"
"6962","100","100","100"
"6964","100","100","100"
"6966","100","100","100"
"6968","100","100","100"
"6970","100","100","100"
"6972","100","100","100"
"6974","100","100","100"
"6976","100","100","100"
"6978","100","100","100"
"6980","100","100","100"
"6982","100","100","100"
"6984","100","100","100"
"6986","100","100","100"
"6988","100","100","100"
"6990","100","100","100"
"6992","100","100","100"
"6994","100","100","100"
"6996","100","100","100"
"6998","100","100","100"
"7000","100","100","100"
"7002","100","100","100"
"7004","100","100","100"
"7006","100","100","100"
"7008","100","100","100"
"7010","100","100","100"
"7012","100","100","100"
"7014","100","100","100"
"7016","100","100","100"
"7018","100","100","100"
"7020","100","100","100"
"7022","100","100","100"
"7024","100","100","100"
"7026","100","100","100"
"7028","100","100","100"
"7030","100","100","100"
"7032","100","100","100"
"7034","100","100","100"
"7036","100","100","100"
"7038","100","100","100"
"7040","100","100","100"
"7042","100","100","100"
"7044","100","100","100"
"7046","100","100","100"
"7048","100","100","100"
"7050","100","100","100"
"7052","100","100","100"
"7054","100","100","100"
"7056","100","100","100"
"7058","100","100","100"
"7060","100","100","100"
"7062","100","100","100"
"7064","100","100","100"
"7066","100","100","100"
"7068","100","100","100"
"7070","100","100","100"
"7072","100","100","100"
"7074","100","100","100"
"7076","100","100","100"
"7078","100","100","100"
"7080","100","100","100"
"7082","100","100","100"
"7084","100","100","100"
"7086","100","100","100"
"7088","100","100","100"
"7090","100","100","100"
"7092","100","100","100"
"7094","100","100","100"
"7096","100","100","100"
"7098","100","100","100"
"7100","100","100","100"
"7102","100","100","100"
"7104","100","100","100"
"7106","100","100","100"
"7108","100","100","100"
"7110","100","100","100"
"7112","100","100","100"
"7114","100","100","100"
"7116","100","100","100"
"7118","100","100","100"
"7120","100","100","100"
"7122","100","100","100"
"7124","100","100","100"
"7126","100","100","100"
"7128","100","100","100"
"7130","100","100","100"
"7132","100","100","100"
"7134","100","100","100"
"7136","100","100","100"
"7138","100","100","100"
"7140","100","100","100"
"7142","100","100","100"
"7144","100","100","100"
"7146","100","100","100"
"7148","100","100","100"
"7150","100","100","100"
"7152","100","100","100"
"7154","100","100","100"
"7156","100","100","100"
"7158","100","100","100"
"7160","100","100","100"
"7162","100","100","100"
"7164","100","100","100"
"7166","100","100","100"
"7168","100","100","100"
"7170","100","100","100"
"7172","100","100","100"
"7174","100","100","100"
"7176","100","100","100"
"7178","100","100","100"
"7180","100","100","100"
"7182","100","100","100"
"7184","100","100","100"
"7186","100","100","100"
"7188","100","100","100"
"7190","100","100","100"
"7192","100","100","100"
"7194","100","100","100"
"7196","100","100","100"
"7198","100","100","100"
"7200","100","100","100"
"7202","100","100","100"
"7204","100","100","100"
"7206","100","100","100"
"7208","100","100","100"
"7210","100","100","100"
"7212","100","100","100"
"7214","100","100","100"
"7216","100","100","100"
"7218","100","100","100"
"7220","100","100","100"
"7222","100","100","100"
"7224","100","100","100"
"7226","100","100","100"
"7228","100","100","100"
"7230","100","100","100"
"7232","100","100","100"
"7234","100","100","100"
"7236","100","100","100"
"7238","100","100","100"
"7240","100","100","100"
"7242","100","100","100"
"7244","100","100","100"
"7246","100","100","100"
"7248","100","100","100"
"7250","100","100","100"
"7252","100","100","100"
"7254","100","100","100"
"7256","100","100","100"
"7258","100","100","100"
"7260","100","100","100"
"7262","100","100","100"
"7264","100","100","100"
"7266","100","100","100"
"7268","100","100","100"
"7270","100","100","100"
"7272","100","100","100"
"7274","100","100","100"
"7276","100","100","100"
"7278","100","100","100"
"7280","100","100","100"
"7282","100","100","100"
"7284","100","100","100"
"7286","100","100","100"
"7288","100","100","100"
"7290","100","100","100"
"7292","100","100","100"
"7294","100","100","100"
"7296","100","100","100"
"7298","100","100","100"
"7300","100","100","100"
"7302","100","100","100"
"7304","100","100","100"
"7306","100","100","100"
"7308","100","100","100"
"7310","100","100","100"
"7312","100","100","100"
"7314","100","100","100"
"7316","100","100","100"
"7318","100","100","100"
"7320","100","100","100"
"7322","100","100","100"
"7324","100","100","100"
"7326","100","100","100"
"7328","100","100","100"
"7330","100","100","100"
"7332","100","100","100"
"7334","100","100","100"
"7336","100","100","100"
"7338","100","100","100"
"7340","100","100","100"
"7342","100","100","100"
"7344","100","100","100"
"7346","100","100","100"
"7348","100","100","100"
"7350","100","100","100"
"7352","100","100","100"
"7354","100","100","100"
"7356","100","100","100"
"7358","100","100","100"
"7360","100","100","100"
"7362","100","100","100"
"7364","100","100","100"
"7366","100","100","100"
"7368","100","100","100"
"7370","100","100","100"
"7372","100","100","100"
"7374","100","100","100"
"7376","100","100","100"
"7378","100","100","100"
"7380","100","100","100"
"7382","100","100","100"
"7384","100","100","100"
"7386","100","100","100"
"7388","100","100","100"
"7390","100","100","100"
"7392","100","100","100"
"7394","100","100","100"
"7396","100","100","100"
"7398","100","100","100"
"7400","100","100","100"
"7402","100","100","100"
"7404","100","100","100"
"7406","100","100","100"
"7408","100","100","100"
"7410","100","100","100"
"7412","100","100","100"
"7414","100","100","100"
"7416","100","100","100"
"7418","100","100","100"
"7420","100","100","100"
"7422","100","100","100"
"7424","100","100","100"
"7426","100","100","100"
"7428","100","100","100"
"7430","100","100","100"
"7432","100","100","100"
"7434","100","100","100"
"7436","100","100","100"
"7438","100","100","100"
"7440","100","100","100"
"7442","100","100","100"
"7444","100","100","100"
"7446","100","100","100"
"7448","100","100","100"
"7450","100","100","100"
"7452","100","100","100"
"7454","100","100","100"
"7456","100","100","100"
"7458","100","100","100"
"7460","100","100","100"
"7462","100","100","100"
"7464","100","100","100"
"7466","100","100","100"
"7468","100","100","100"
"7470","100","100","100"
"7472","100","100","100"
"7474","100","100","100"
"7476","100","100","100"
"7478","100","100","100"
"7480","100","100","100"
"7482","100","100","100"
"7484","100","100","100"
"7486","100","100","100"
"7488","100","100","100"
"7490","100","100","100"
"7492","100","100","100"
"7494","100","100","100"
"7496","100","100","100"
"7498","100","100","100"
"7500","100","100","100"
"7502","100","100","100"
"7504","100","100","100"
"7506","100","100","100"
"7508","100","100","100"
"7510","100","100","100"
"7512","100","100","100"
"7514","100","100","100"
"7516","100","100","100"
"7518","100","100","100"
"7520","100","100","100"
